"a","b"
"1.57","12392"
"1.69","12394"
"1.63","12394"
"1.72","12396"
"2.14","12400"
"1.54","12401"
"1.4","12401"
"1.67","12406"
"1.71","12416"
"1.24","12417"
"1.62","12429"
"1.53","12430"
"2.02","12431"
"1.57","12432"
"2.01","12433"
"2.11","12440"
"1.9","12443"
"1.15","12447"
"1.72","12451"
"2.08","12454"
"2.04","12454"
"1.37","12455"
"2.15","12458"
"1.58","12459"
"1.39","12462"
"1.28","12465"
"1.5","12466"
"1.6","12467"
"1.3","12467"
"2.4","12468"
"1.53","12477"
"1.58","12483"
"2.02","12485"
"1.83","12492"
"2.05","12492"
"1.71","12493"
"1.36","12494"
"2.1","12494"
"1.65","12495"
"2.3","12499"
"2.58","12500"
"1.57","12506"
"2.22","12508"
"1.72","12509"
"2","12521"
"1.54","12522"
"1.5","12526"
"1.75","12529"
"1.58","12530"
"1.51","12530"
"2.04","12531"
"1.23","12539"
"1.06","12539"
"2.01","12541"
"1.62","12542"
"1.13","12543"
"1.07","12545"
"3.22","12545"
"1.6","12546"
"1.47","12547"
"1.57","12547"
"2.11","12554"
"1.64","12555"
"1.21","12556"
"1.73","12559"
"1.5","12576"
"2.01","12576"
"1.27","12576"
"1.6","12581"
"1.01","12581"
"1.54","12581"
"1.25","12584"
"3.5","12587"
"2.02","12591"
"1.53","12596"
"1.74","12605"
"1.71","12607"
"1.36","12608"
"1.79","12610"
"2.1","12612"
"1.21","12613"
"1.39","12614"
"2.03","12618"
"1.63","12620"
"1.58","12621"
"1.53","12626"
"1.3","12629"
"2.18","12631"
"2.11","12633"
"2.08","12637"
"2.01","12639"
"1.71","12641"
"1.5","12641"
"1.06","12642"
"1.58","12645"
"1.55","12646"
"1.14","12647"
"1.32","12648"
"2.05","12654"
"2.23","12655"
"1.21","12657"
"1.64","12670"
"1.41","12671"
"1.73","12674"
"1.89","12674"
"2.06","12677"
"2.04","12677"
"2.02","12680"
"2.01","12681"
"1.7","12681"
"1.6","12681"
"1.68","12681"
"1.65","12686"
"2.54","12687"
"1.53","12688"
"2.12","12693"
"1.5","12693"
"1.72","12696"
"1.57","12697"
"1.25","12698"
"1.91","12700"
"1.62","12712"
"1.37","12713"
"1.74","12720"
"2.14","12720"
"1.13","12722"
"1.53","12730"
"1.3","12734"
"1.32","12736"
"2.02","12736"
"1.71","12737"
"2.05","12743"
"1.39","12744"
"2.2","12747"
"1.1","12748"
"2.13","12753"
"1.5","12754"
"2.28","12755"
"2.01","12762"
"2.23","12770"
"1.73","12770"
"1.65","12773"
"1.2","12776"
"2.07","12778"
"1.53","12779"
"1.64","12779"
"1.54","12779"
"1.5","12787"
"1.13","12788"
"1.71","12791"
"2.14","12792"
"2.04","12794"
"2.02","12798"
"1.58","12799"
"1.57","12800"
"2.29","12811"
"1.9","12812"
"2.01","12814"
"1.91","12816"
"1.66","12818"
"1.81","12822"
"1.31","12825"
"2.18","12825"
"1.62","12828"
"1.53","12829"
"2.01","12829"
"1.72","12830"
"2.26","12831"
"2.02","12832"
"1.7","12833"
"2.05","12839"
"1.28","12841"
"2.06","12842"
"1.78","12843"
"1.58","12844"
"1.6","12846"
"1.23","12848"
"2.18","12853"
"1.5","12862"
"1.56","12864"
"1.01","12865"
"1.72","12880"
"2.48","12883"
"2.08","12883"
"2.02","12884"
"1.42","12891"
"2.05","12891"
"1.15","12895"
"1.64","12896"
"1.58","12897"
"2.01","12898"
"1.53","12899"
"1.49","12900"
"1.2","12905"
"1.22","12906"
"2.28","12907"
"1.63","12910"
"1.75","12918"
"2.23","12921"
"1.98","12923"
"2.02","12927"
"2.06","12931"
"1.73","12931"
"1.3","12932"
"2.11","12937"
"2.27","12939"
"1.81","12939"
"2.01","12940"
"1.39","12943"
"2.3","12944"
"1.67","12945"
"1.53","12947"
"1.55","12951"
"1.11","12956"
"1.28","12958"
"2.34","12961"
"2.18","12970"
"2.14","12970"
"1.59","12971"
"1.71","12978"
"1.54","12978"
"2.03","12979"
"2.13","12980"
"1.53","12981"
"1.78","12981"
"1.79","12985"
"2.01","12985"
"1.5","12988"
"1.16","12989"
"1.63","12990"
"1.58","12991"
"1.01","12996"
"1.73","12998"
"1.25","13006"
"2.15","13006"
"2.1","13007"
"1.2","13015"
"2.07","13016"
"1.77","13026"
"2.44","13027"
"1.22","13029"
"1.23","13034"
"1.5","13034"
"1.52","13034"
"1.58","13037"
"1.74","13037"
"2.08","13038"
"2.01","13043"
"2.11","13046"
"1.61","13047"
"1.05","13060"
"1.03","13060"
"1.39","13061"
"1.67","13063"
"2.03","13063"
"2.14","13065"
"2.2","13065"
"2.02","13068"
"1.71","13068"
"2.23","13069"
"1.53","13075"
"1.73","13078"
"1.56","13079"
"1.77","13081"
"2.17","13084"
"1.2","13088"
"2.09","13092"
"1.91","13092"
"2.26","13095"
"1.25","13096"
"1.71","13097"
"2.01","13098"
"1.96","13099"
"1.79","13104"
"1.5","13107"
"2.03","13109"
"2.02","13109"
"1.54","13110"
"1.13","13111"
"1.71","13127"
"2.02","13132"
"1.58","13132"
"2.01","13133"
"1.83","13134"
"1.52","13134"
"1.5","13135"
"1.6","13140"
"2.13","13148"
"2.75","13156"
"1.2","13165"
"1.31","13168"
"1.55","13171"
"1.63","13177"
"1.56","13178"
"1.24","13178"
"2.03","13182"
"2.1","13182"
"1.53","13189"
"1.71","13190"
"1.54","13196"
"2.06","13198"
"2.01","13199"
"1.27","13200"
"2.29","13200"
"3","13203"
"2.14","13205"
"2.09","13206"
"1.73","13221"
"2.01","13228"
"1.53","13228"
"2.03","13229"
"2.02","13229"
"1.35","13230"
"1.5","13232"
"2.11","13233"
"2.33","13242"
"1.7","13247"
"2.17","13248"
"1.73","13250"
"1.38","13250"
"1.63","13253"
"1.83","13254"
"1.18","13257"
"1.32","13261"
"2.18","13263"
"2.01","13275"
"1.53","13275"
"1.93","13278"
"2.5","13278"
"1.54","13284"
"2.02","13286"
"1.5","13287"
"1.71","13287"
"1.57","13288"
"1.64","13289"
"1.62","13298"
"1.59","13298"
"2.12","13307"
"1.01","13312"
"2.15","13317"
"2.06","13317"
"1.27","13320"
"1.2","13321"
"2.14","13326"
"1.58","13329"
"1.53","13329"
"1.5","13333"
"2.01","13338"
"2.1","13340"
"1.06","13344"
"2.21","13355"
"2.03","13357"
"1.28","13360"
"1.75","13363"
"1.63","13363"
"1.73","13365"
"1.91","13367"
"2.13","13370"
"2.07","13373"
"1.68","13375"
"1.71","13376"
"1.5","13377"
"1.53","13378"
"2.01","13387"
"1.75","13393"
"2.17","13395"
"1.58","13397"
"2.03","13398"
"2.02","13399"
"2.1","13403"
"1.11","13405"
"1.31","13406"
"1.86","13420"
"1.55","13421"
"2.14","13421"
"1.68","13427"
"1.5","13428"
"1.58","13434"
"2.08","13437"
"1.37","13439"
"2.01","13442"
"1.71","13445"
"2.02","13453"
"2.12","13460"
"1.57","13462"
"2.1","13462"
"1.73","13465"
"1.2","13474"
"1.51","13474"
"2.04","13477"
"1.71","13477"
"2.01","13480"
"1.52","13483"
"1.13","13485"
"1.29","13485"
"1.76","13485"
"1.72","13486"
"2.09","13495"
"2.02","13499"
"2.33","13500"
"1.5","13506"
"1.54","13508"
"2.2","13512"
"1.5","13528"
"1.29","13530"
"1.52","13530"
"2.01","13531"
"1.25","13536"
"1.22","13539"
"2.14","13540"
"2.05","13543"
"1.55","13544"
"2.22","13553"
"1.61","13553"
"2.02","13554"
"1.63","13555"
"2.17","13556"
"1.58","13557"
"2.3","13560"
"1.81","13561"
"2.41","13563"
"1.62","13578"
"2.22","13579"
"1.61","13582"
"1.83","13587"
"2.01","13587"
"1.06","13588"
"1.52","13588"
"1.16","13595"
"1.21","13595"
"1.5","13596"
"2.25","13597"
"2.11","13598"
"1.36","13598"
"2.04","13600"
"1.7","13605"
"1.88","13607"
"1.54","13609"
"1.72","13609"
"2.21","13615"
"2.15","13622"
"1.25","13623"
"1.76","13626"
"1.5","13629"
"1.53","13629"
"1.21","13630"
"1.59","13631"
"1.71","13632"
"2.21","13642"
"2.02","13642"
"1.69","13645"
"1.23","13653"
"2.32","13654"
"1.78","13659"
"1.55","13665"
"2.05","13667"
"2.01","13669"
"1.26","13671"
"2.07","13675"
"2.01","13675"
"2.02","13677"
"1.63","13678"
"1.5","13680"
"1.7","13681"
"1.53","13686"
"1.77","13691"
"2.11","13701"
"2.29","13701"
"2.22","13703"
"1.83","13711"
"1.57","13713"
"2.2","13719"
"1.3","13725"
"2.29","13726"
"1.5","13728"
"1.4","13730"
"2.08","13731"
"1.54","13733"
"2.05","13734"
"1.7","13737"
"2.01","13744"
"2.15","13746"
"1.52","13752"
"2.1","13753"
"2.13","13760"
"1.74","13761"
"2.18","13769"
"1.52","13777"
"2.01","13777"
"1.84","13779"
"2.17","13782"
"2.22","13782"
"2.61","13784"
"2.09","13786"
"1.56","13787"
"2.04","13790"
"2.1","13790"
"1.54","13794"
"2.26","13797"
"1.24","13803"
"2.18","13812"
"2.02","13812"
"1.82","13813"
"1.71","13818"
"1.5","13820"
"1.27","13823"
"1.22","13824"
"2.14","13825"
"2.24","13827"
"1.51","13828"
"2.31","13831"
"2.01","13833"
"1.61","13839"
"2.14","13844"
"2.09","13844"
"1.5","13846"
"1.54","13846"
"2.52","13846"
"2.02","13850"
"2.03","13858"
"1.76","13867"
"1.58","13869"
"2.21","13872"
"1.69","13872"
"1.43","13873"
"2.07","13879"
"2.03","13880"
"1.69","13882"
"2.12","13884"
"2.26","13885"
"1.67","13887"
"1.5","13892"
"2","13892"
"1.52","13903"
"1.71","13904"
"1.84","13905"
"2.28","13907"
"2.06","13908"
"1.79","13908"
"1.55","13912"
"1.58","13917"
"2.2","13919"
"1.9","13919"
"1.53","13926"
"2.01","13929"
"1.25","13929"
"2.1","13930"
"2.23","13931"
"2.09","13933"
"2.18","13938"
"1.82","13939"
"1.6","13942"
"2.06","13948"
"1.71","13949"
"1.58","13950"
"1.5","13963"
"1.21","13965"
"1.13","13968"
"2.01","13976"
"2.21","13978"
"1.53","13986"
"2.02","13991"
"2.09","13993"
"1.08","13994"
"1.58","13995"
"2.13","13996"
"1.5","13998"
"1.67","14014"
"1.71","14017"
"1.63","14022"
"1.5","14026"
"2.02","14027"
"1.52","14028"
"1.59","14031"
"2.21","14032"
"1.08","14032"
"1.76","14033"
"1.2","14033"
"2.05","14037"
"1.55","14039"
"2.01","14040"
"2.3","14042"
"1.58","14044"
"2.08","14047"
"1.7","14058"
"2.14","14065"
"1.3","14068"
"2.02","14080"
"2.05","14083"
"2.08","14084"
"1.5","14092"
"2.22","14095"
"1.26","14095"
"2.01","14103"
"1.54","14103"
"1.52","14105"
"1.55","14106"
"1.64","14107"
"2.29","14108"
"2.06","14119"
"2.01","14126"
"1.79","14127"
"2.23","14129"
"2.04","14130"
"1.7","14137"
"2.14","14138"
"1.56","14139"
"2.36","14146"
"1.51","14148"
"1.67","14154"
"1.5","14157"
"1.81","14177"
"1.5","14179"
"1.57","14180"
"2.02","14182"
"2.05","14184"
"2.35","14185"
"1.54","14188"
"1.71","14190"
"1.68","14192"
"1.2","14192"
"2.5","14194"
"1.3","14196"
"2","14199"
"1.64","14201"
"1.53","14205"
"2.51","14209"
"2.3","14215"
"2.28","14220"
"3.01","14220"
"1.66","14224"
"2.1","14229"
"1.4","14231"
"1.5","14234"
"1.36","14236"
"1.64","14236"
"1.56","14237"
"2.02","14238"
"2.03","14239"
"1.69","14242"
"1.85","14245"
"1.51","14247"
"2.27","14249"
"2.51","14251"
"2.23","14258"
"1.7","14266"
"2.16","14266"
"2.14","14267"
"1.71","14275"
"2.21","14277"
"2.18","14277"
"1.54","14278"
"2.01","14279"
"1.5","14281"
"1.53","14282"
"1.57","14283"
"2.22","14285"
"2.06","14298"
"1.26","14300"
"1.2","14300"
"1.72","14300"
"1.58","14308"
"1.87","14308"
"2.03","14308"
"2.14","14321"
"2.16","14328"
"1.64","14330"
"2.02","14330"
"1.53","14334"
"2.01","14340"
"2.7","14341"
"1.61","14341"
"2.25","14348"
"2.28","14350"
"2.55","14351"
"1.5","14352"
"1.66","14354"
"1.75","14359"
"2.14","14359"
"2.1","14359"
"1.52","14375"
"1.85","14375"
"1.6","14383"
"1.86","14383"
"2.09","14383"
"1.55","14386"
"1.63","14386"
"1.5","14386"
"2.15","14388"
"2.1","14394"
"1.75","14394"
"2.14","14395"
"2.35","14399"
"2.01","14402"
"1.12","14407"
"2.2","14408"
"1.97","14410"
"2.05","14411"
"1.22","14414"
"1.72","14414"
"2.22","14416"
"2.54","14421"
"2.01","14426"
"1.71","14426"
"1.52","14426"
"2.06","14428"
"1.26","14429"
"1.43","14429"
"1.2","14430"
"1.54","14433"
"1.62","14447"
"1.58","14451"
"2.14","14452"
"2.17","14452"
"1.65","14456"
"2.08","14462"
"1.6","14474"
"2.07","14476"
"2.04","14477"
"1.73","14479"
"1.53","14481"
"1.5","14486"
"2.06","14488"
"1.94","14489"
"2.14","14490"
"1.04","14494"
"1.58","14495"
"2.02","14498"
"1","14498"
"2.29","14500"
"2.5","14502"
"2.01","14502"
"2.12","14503"
"2.15","14519"
"1.13","14525"
"2.04","14527"
"1.5","14527"
"1.54","14529"
"2.15","14534"
"2.01","14540"
"1.52","14542"
"1.97","14542"
"2.51","14543"
"1.82","14545"
"2.14","14556"
"1.77","14561"
"2.02","14574"
"1.52","14577"
"1.54","14578"
"2.04","14579"
"1.98","14581"
"2.09","14581"
"1.11","14584"
"1.5","14586"
"1.34","14593"
"2.2","14593"
"1.65","14593"
"2.01","14597"
"2.3","14603"
"1.95","14603"
"1.7","14603"
"2.11","14615"
"1.35","14616"
"2.02","14620"
"1.58","14624"
"2.17","14625"
"1.04","14626"
"2.06","14634"
"2.01","14637"
"2.04","14637"
"2.22","14637"
"2.11","14638"
"1.5","14639"
"2.38","14648"
"1.54","14650"
"2.5","14652"
"1.51","14654"
"2.53","14659"
"1.26","14663"
"2.32","14666"
"1.11","14667"
"1.5","14675"
"1.53","14680"
"2.03","14687"
"2.2","14691"
"2.16","14691"
"2.09","14704"
"2.33","14711"
"2.02","14715"
"2.54","14717"
"1.66","14724"
"2.01","14725"
"2.43","14727"
"1.71","14731"
"2.23","14732"
"1.51","14733"
"2.18","14735"
"1.24","14737"
"2.11","14740"
"2.3","14744"
"2.01","14745"
"1.5","14745"
"2.58","14749"
"1.82","14749"
"2.06","14750"
"2.02","14766"
"2.04","14775"
"2.55","14775"
"1.74","14775"
"2.25","14775"
"1.62","14777"
"1.52","14779"
"1.7","14787"
"1.5","14790"
"2.02","14790"
"2.01","14792"
"2.33","14801"
"2.14","14802"
"2.06","14803"
"1.8","14814"
"2.19","14819"
"2.16","14824"
"1.62","14826"
"2.31","14830"
"1.61","14833"
"2.01","14837"
"2.37","14837"
"2.09","14838"
"1.21","14841"
"1.5","14842"
"1.32","14842"
"1.51","14844"
"1.18","14847"
"1.41","14853"
"1.58","14855"
"1.66","14859"
"1.71","14860"
"2.06","14863"
"2.23","14867"
"2.18","14870"
"1.71","14882"
"2.04","14888"
"2","14889"
"1.52","14889"
"1.72","14892"
"1.79","14904"
"3","14918"
"1.5","14918"
"2.06","14920"
"1.53","14931"
"2.08","14933"
"1.41","14936"
"2.05","14936"
"2.27","14937"
"2.01","14939"
"1.82","14949"
"1.26","14952"
"1.56","14957"
"1.8","14959"
"1.62","14961"
"2.47","14970"
"2.43","14975"
"1.51","14976"
"2.06","14982"
"2.01","14998"
"1.6","15000"
"1.54","15002"
"1.19","15005"
"2.1","15007"
"1.69","15011"
"1.5","15013"
"1.73","15014"
"2.02","15014"
"2.05","15017"
"1.82","15025"
"1.24","15026"
"2.48","15030"
"2.8","15030"
"1.33","15031"
"2.2","15032"
"1.83","15032"
"2.09","15035"
"2.1","15035"
"2.01","15038"
"2.06","15046"
"2.22","15047"
"1.5","15052"
"1.54","15059"
"2.02","15064"
"2.05","15067"
"2.33","15073"
"2.01","15076"
"1.53","15079"
"1.01","15081"
"1.98","15083"
"2.05","15086"
"1.66","15091"
"2.2","15092"
"2.13","15097"
"1.7","15100"
"1.5","15102"
"1.8","15105"
"1.59","15111"
"2.07","15119"
"2.35","15122"
"2.16","15124"
"2.01","15126"
"2.09","15132"
"1.4","15134"
"1.53","15137"
"2.03","15143"
"1.57","15144"
"2.53","15148"
"1.73","15151"
"1.5","15153"
"1.82","15162"
"1.48","15164"
"2.16","15166"
"2.19","15169"
"2.1","15175"
"1.54","15178"
"2.22","15184"
"2.01","15185"
"1.2","15185"
"1.62","15188"
"1.74","15189"
"1.09","15193"
"1.72","15197"
"2.11","15198"
"2.2","15201"
"1.66","15210"
"1.53","15217"
"2.04","15217"
"1.01","15219"
"4.01","15223"
"1.52","15226"
"1.66","15229"
"1.02","15231"
"2.02","15231"
"2.56","15231"
"2.13","15235"
"2.2","15238"
"1.7","15238"
"1.5","15240"
"1.91","15241"
"2.07","15245"
"2.5","15246"
"1.62","15246"
"1.36","15247"
"1.26","15247"
"2.41","15248"
"2.01","15249"
"1.59","15249"
"1.75","15255"
"2.03","15272"
"1.53","15275"
"1.77","15278"
"1.65","15281"
"2.13","15282"
"2.25","15287"
"2.05","15291"
"1.5","15291"
"1.57","15293"
"1.02","15306"
"1.68","15309"
"2","15312"
"1.54","15316"
"1.62","15318"
"2.41","15320"
"2.08","15321"
"2.31","15323"
"2.51","15324"
"2.01","15330"
"1.56","15334"
"2.02","15334"
"1.5","15338"
"2.03","15339"
"2.09","15339"
"1.53","15348"
"3.04","15354"
"1.92","15364"
"2.29","15366"
"1.02","15370"
"2.25","15375"
"1.27","15377"
"1.52","15378"
"2.01","15379"
"2.2","15384"
"1.7","15385"
"1.36","15386"
"2.07","15392"
"2.06","15393"
"2.54","15394"
"1.75","15394"
"1.54","15395"
"2.04","15398"
"2.28","15413"
"2.75","15415"
"2.14","15418"
"1.55","15426"
"1.61","15426"
"2.26","15428"
"2.47","15430"
"2.3","15433"
"1.53","15440"
"1.5","15444"
"1.54","15444"
"2.01","15446"
"2.05","15450"
"2.13","15454"
"1.64","15458"
"1.78","15460"
"1.11","15464"
"2.18","15465"
"1.92","15472"
"2.1","15474"
"2.01","15475"
"2.07","15475"
"1.5","15478"
"2.11","15486"
"1.53","15488"
"2.06","15494"
"1.21","15497"
"2.02","15498"
"2.14","15499"
"2.19","15509"
"2.1","15511"
"1.55","15512"
"2.24","15515"
"2.01","15528"
"1.51","15529"
"2.11","15530"
"1.3","15535"
"2.04","15543"
"1.75","15544"
"2.14","15559"
"1.7","15568"
"1.02","15575"
"1.58","15579"
"1.53","15581"
"2.22","15584"
"1.5","15584"
"2.01","15587"
"2.09","15589"
"1.89","15594"
"1.78","15601"
"1.59","15602"
"2.26","15606"
"2.02","15606"
"1.56","15609"
"2.15","15613"
"2.1","15615"
"2.04","15618"
"2.01","15627"
"2.18","15646"
"2.12","15647"
"1.52","15649"
"2.04","15651"
"2.1","15653"
"2.08","15654"
"1.55","15658"
"1.71","15662"
"1.42","15665"
"2.02","15666"
"1.04","15671"
"2.01","15675"
"2.05","15683"
"2.18","15684"
"1.2","15686"
"1.51","15688"
"2.06","15691"
"2.02","15695"
"2.08","15696"
"1.63","15697"
"1.5","15708"
"2.27","15710"
"2.16","15714"
"2.13","15718"
"1.58","15721"
"2.01","15729"
"2.24","15730"
"1.68","15740"
"2.46","15745"
"2.48","15746"
"2.17","15751"
"2.09","15751"
"1.7","15756"
"2.11","15757"
"1.52","15760"
"2.04","15760"
"2.02","15765"
"1.19","15767"
"2.14","15769"
"1.52","15776"
"2.52","15776"
"2.27","15783"
"2.02","15785"
"1.5","15788"
"1.55","15794"
"1.7","15797"
"2.21","15801"
"1.72","15801"
"1.32","15802"
"1.82","15802"
"2.06","15805"
"1.76","15805"
"1.28","15806"
"2.03","15811"
"1.06","15813"
"2.34","15818"
"2.1","15818"
"2.01","15819"
"1.61","15819"
"2.4","15824"
"2.05","15826"
"2.1","15827"
"1.71","15829"
"2.01","15829"
"1.63","15840"
"1.73","15842"
"1.59","15843"
"1.55","15845"
"2.08","15847"
"1.74","15847"
"1.5","15848"
"2.02","15848"
"2.18","15850"
"2.24","15852"
"1.3","15874"
"2.02","15877"
"1.23","15878"
"1.55","15887"
"2.01","15888"
"1.69","15889"
"2.05","15897"
"2.2","15897"
"2.14","15913"
"2.4","15917"
"1.52","15922"
"1","15928"
"2.01","15930"
"2.05","15930"
"2.14","15931"
"2.5","15934"
"1.7","15937"
"2.06","15938"
"2.02","15942"
"1.72","15946"
"2.21","15948"
"1.5","15957"
"1.52","15959"
"3.4","15964"
"1.55","15966"
"1.38","15968"
"2.01","15977"
"1.54","15983"
"4","15984"
"2.02","15987"
"2.5","15990"
"1.55","15991"
"1.53","15992"
"2.3","15992"
"2.07","15992"
"1.74","15992"
"1.5","15992"
"2.53","15993"
"2.25","16004"
"2.37","16021"
"2.01","16031"
"2.17","16036"
"3.01","16037"
"2.28","16041"
"2.03","16043"
"1.5","16048"
"1.53","16049"
"1.56","16052"
"2.37","16059"
"2.3","16062"
"2.13","16062"
"1.6","16068"
"1.75","16073"
"1","16073"
"2.03","16075"
"2.24","16077"
"2.16","16080"
"1.54","16082"
"2.01","16085"
"1.7","16086"
"1.01","16087"
"1.52","16091"
"2.06","16098"
"2.31","16100"
"2.1","16112"
"1.62","16112"
"1.5","16116"
"2.38","16126"
"2.02","16128"
"1.51","16129"
"1.2","16130"
"1.73","16131"
"1.55","16137"
"2.01","16140"
"2.15","16146"
"2.19","16147"
"2.05","16148"
"2.12","16151"
"1.74","16169"
"1.54","16169"
"1.5","16169"
"2.43","16170"
"1.98","16171"
"2.28","16174"
"2.02","16179"
"2.3","16181"
"1.62","16183"
"1.53","16187"
"2.28","16187"
"2.11","16188"
"2.09","16189"
"2.2","16190"
"3.67","16193"
"2.58","16195"
"2.42","16198"
"2","16206"
"1.6","16215"
"1.75","16220"
"1.74","16223"
"2.03","16224"
"2.01","16231"
"1.87","16232"
"1.01","16234"
"2.06","16235"
"2.05","16235"
"2.32","16237"
"2.66","16239"
"2.2","16239"
"1.6","16240"
"1.7","16240"
"1.63","16241"
"2.26","16241"
"1.23","16253"
"1.73","16253"
"1.2","16256"
"2.02","16256"
"2.38","16273"
"2.4","16274"
"1.53","16277"
"2.51","16278"
"2.05","16280"
"2.01","16280"
"1.74","16286"
"2.02","16290"
"1.66","16294"
"2.09","16294"
"1.64","16297"
"2.24","16300"
"1.6","16300"
"2.4","16304"
"2.65","16314"
"1.54","16316"
"2.3","16329"
"2.11","16336"
"2.07","16337"
"1.6","16339"
"2.35","16340"
"1.8","16340"
"1.52","16343"
"2.54","16353"
"2.1","16357"
"2.05","16357"
"1.62","16358"
"1.5","16364"
"2.02","16368"
"2.28","16369"
"2.07","16378"
"2.01","16380"
"1.71","16384"
"2.02","16386"
"2.04","16389"
"2.14","16390"
"2.11","16395"
"2.19","16397"
"2.22","16398"
"2.16","16400"
"1.51","16402"
"1.09","16406"
"1.5","16407"
"2.05","16426"
"2.51","16427"
"2.18","16427"
"2.06","16437"
"2","16439"
"2.28","16450"
"1.53","16451"
"2.13","16462"
"2.59","16465"
"2.46","16466"
"1","16469"
"2.17","16472"
"2.1","16479"
"2.05","16483"
"2.01","16484"
"1.52","16485"
"0.26","426"
"0.25","426"
"0.35","426"
"0.3","426"
"0.29","426"
"0.33","427"
"1.62","16507"
"2.06","16512"
"2.11","16512"
"1.8","16513"
"1.7","16521"
"2.21","16530"
"2.47","16532"
"2.44","16533"
"3.01","16538"
"2.01","16544"
"1.41","16545"
"1.6","16547"
"2.22","16547"
"1.51","16551"
"2.24","16558"
"1.5","16558"
"2.02","16560"
"2.28","16564"
"1.57","16570"
"2.25","16575"
"1.71","16575"
"2.01","16580"
"1.69","16583"
"2.06","16587"
"2.45","16589"
"2.28","16592"
"2.02","16593"
"1.59","16599"
"1.53","16601"
"2.05","16611"
"2.07","16617"
"2.01","16626"
"2.06","16626"
"1.52","16628"
"2.1","16629"
"2.05","16629"
"1.75","16632"
"1.67","16643"
"2.38","16643"
"2.24","16656"
"2.21","16657"
"2.02","16665"
"2.01","16677"
"1.8","16683"
"2.4","16687"
"1.51","16688"
"2.22","16689"
"2.18","16690"
"2.04","16693"
"2.09","16703"
"2.02","16704"
"2.36","16707"
"2.24","16709"
"2.53","16709"
"2.48","16715"
"2.17","16716"
"2.14","16723"
"2.11","16723"
"2.01","16728"
"1.54","16736"
"2.04","16747"
"1.51","16754"
"2.07","16769"
"2.01","16776"
"2.13","16778"
"1.52","16779"
"1.71","16779"
"2.1","16783"
"1.75","16783"
"1.5","16783"
"2.05","16787"
"1.69","16789"
"2.02","16789"
"2.37","16789"
"1.62","16790"
"2.4","16791"
"2.31","16801"
"2.21","16804"
"2.23","16805"
"1.73","16807"
"1.4","16808"
"2.48","16820"
"1.25","16823"
"2.09","16824"
"2.42","16826"
"2.51","16842"
"2.18","16842"
"2.08","16854"
"2.06","16857"
"2.02","16861"
"2.04","16872"
"2","16872"
"2.18","16878"
"1.76","16879"
"2.01","16881"
"1.54","16889"
"2.05","16896"
"2.26","16904"
"2.14","16914"
"2.63","16914"
"2.49","16915"
"1.52","16916"
"2.02","16929"
"2.13","16931"
"2.53","16934"
"2.37","16937"
"1.93","16941"
"2.04","16942"
"1.5","16948"
"2.28","16954"
"1.7","16955"
"2.5","16955"
"2.01","16956"
"2.07","16957"
"1.73","16960"
"2.06","16960"
"3","16970"
"1.73","16975"
"2.02","16985"
"1.68","16985"
"2.41","16987"
"1.5","16988"
"2.12","16992"
"2.27","16994"
"2.2","16996"
"2.31","17000"
"2.09","17001"
"2.01","17003"
"2.05","17006"
"1.71","17009"
"2.26","17010"
"2.06","17012"
"1.75","17017"
"2.6","17027"
"1.67","17028"
"2.5","17028"
"2.05","17028"
"1.54","17029"
"1.75","17036"
"2.14","17038"
"2.4","17039"
"1.71","17041"
"1.07","17042"
"2.13","17045"
"2.09","17045"
"1.6","17050"
"2.27","17051"
"2.32","17053"
"1.53","17057"
"2.01","17057"
"2.15","17063"
"1.61","17076"
"2.01","17078"
"2.05","17081"
"2.09","17095"
"1.93","17096"
"2.02","17099"
"1.02","17100"
"2.53","17103"
"1.56","17108"
"1.51","17111"
"1.7","17114"
"2.57","17116"
"2.22","17123"
"1.72","17125"
"2.01","17126"
"2.14","17127"
"2.05","17138"
"2.02","17141"
"2.25","17143"
"1.5","17143"
"2.71","17146"
"2.27","17149"
"2.22","17151"
"2.09","17156"
"2.51","17162"
"2.74","17164"
"2.42","17168"
"1.75","17172"
"1.57","17175"
"1.5","17176"
"2.01","17179"
"2.05","17182"
"2.74","17184"
"2.56","17186"
"1.75","17191"
"1.21","17192"
"2.3","17193"
"2.14","17193"
"1.67","17194"
"1.71","17197"
"1.53","17203"
"1.6","17204"
"2.61","17209"
"1.41","17216"
"2.31","17218"
"2.17","17219"
"2.01","17227"
"1.7","17228"
"2.52","17231"
"2.25","17233"
"2.05","17237"
"1.54","17240"
"2.02","17245"
"2.1","17250"
"2.12","17254"
"1.61","17256"
"2.08","17258"
"2.42","17262"
"2.16","17263"
"2.2","17265"
"1.86","17267"
"1.8","17273"
"2.01","17278"
"1.5","17279"
"2.05","17294"
"2.35","17294"
"2.26","17312"
"2.16","17313"
"1.51","17317"
"1.7","17323"
"2.04","17327"
"4.13","17329"
"1.58","17329"
"1.7","17330"
"2.01","17334"
"1.69","17338"
"2.54","17339"
"1.75","17343"
"1.67","17351"
"1.21","17353"
"1.93","17353"
"2.02","17357"
"1.79","17358"
"1.6","17360"
"2.39","17365"
"1.95","17374"
"1.97","17377"
"2.05","17379"
"2.17","17381"
"2.01","17383"
"2.02","17392"
"1.61","17393"
"1.69","17400"
"2.5","17405"
"2.64","17407"
"2.14","17416"
"1.65","17425"
"2.01","17433"
"2.2","17433"
